,name,Latitude,Longitude,free_bikes,Name,Category
107,Chave Eugene Pierre,43.29516935,5.390426195,2.0,,bike station
108,Paradis - Escat,43.283497890652455,5.380948347618755,0.0,,bike station
109,Castellane,43.28479294027045,5.384113381462271,4.0,,bike station
110,Place du Terrail,43.28039012260388,5.369296566841854,1.0,,bike station
111,Vallon Montebello,43.28104431,5.378308143,1.0,,bike station
112,Camas - Jaubert,43.29781526590139,5.393547700948375,2.0,,bike station
113,Vallon des Auffes,43.285848320041225,5.350786907401925,0.0,,bike station
114,Baille - Vertus,43.28850105474712,5.393086808343014,0.0,,bike station
115,Corniche - Malmousque,43.2842190593168,5.349699767931042,1.0,,bike station
116,Corniche - Endoume,43.28274440346115,5.35053287799019,6.0,,bike station
117,Paradis - Lord Duveen,43.27562456,5.384392134,3.0,,bike station
118,Plage du Prophète,43.2736131125202,5.362704849368924,1.0,,bike station
119,Prado - Lord Duveen,43.27676858722245,5.388786515806714,1.0,,bike station
120,Liandier - Rouet,43.278398597227664,5.392138782316124,2.0,,bike station
121,Prado - Paradis,43.26946672,5.386439042,0.0,,bike station
122,Negresko - Paulet,43.26931867,5.389396978,1.0,,bike station
123,Louis Armand,43.29957938303167,5.413255322900113,0.0,,bike station
124,Huveaune - Curtel,43.27812844,5.407194838,4.0,,bike station
125,Huveaune - Borely,43.26201967835499,5.3792991458357164,1.0,,bike station
126,Rolland - Platanes,43.27138756896159,5.40926929141915,4.0,,bike station
127,Clot Bey - Leau,43.25575639,5.38230303,0.0,,bike station
128,Escale Borély,43.25494658454127,5.3764543491352015,2.0,,bike station
129,Mazargues - Saint Anne,43.258223500058506,5.394368605955606,1.0,,bike station
130,Boulevard Urbain Sud - Verdillon,43.27502818,5.424533793,1.0,,bike station
131,Boulevard urbain sud - François Mauriac,43.27072082477898,5.422763624666231,2.0,,bike station
132,Mazargues - Almeras,43.25096566135139,5.395186297530245,12.0,,bike station
133,Lapin Blanc,43.24693037,5.38209613,6.0,,bike station
134,Plage de la Pointe Rouge,43.24388423106348,5.370736380062908,2.0,,bike station
135,Lancier - Savary,43.24558129772871,5.395069220467349,0.0,,bike station
136,Corail - Marseilleveyre,43.24062346787065,5.377642413176545,9.0,,bike station
137,Parc Pastré,43.23958841257124,5.366238242702252,3.0,,bike station
138,Roy d'Espagne - Floralia,43.24178222403938,5.397261332914354,5.0,,bike station
139,Madrague de Montredon,43.231922566975584,5.355545384096217,1.0,,bike station
140,Luminy - Parc National des Calanques,43.23156159,5.436933396,7.0,,bike station
141,Char Jeanne d'Arc - Notre Dame de La Garde,43.286038666099785,5.370678521004038,4.0,,bike station
142,Cours Julien - Frères Barthelemy,43.29264247456925,5.384253993651782,0.0,,bike station
143,National - Guibal,43.30536406,5.384119039,0.0,,bike station
144,Saint-Eugène,43.28453826179185,5.358657022621628,6.0,,bike station
145,Chave - Goudard,43.295196228553976,5.393969861741993,3.0,,bike station
146,Périer - Cremieux,43.2790871519652,5.380114290305642,0.0,,bike station
147,Prado - Périer,43.27974223,5.387440377,0.0,,bike station
148,Prado - Gabes,43.2668101,5.382693941,0.0,,bike station
149,Gèze,43.3283706355171,5.366912086186176,7.0,,bike station
150,Mazargues - Huveaune,43.265570946669925,5.390032250158811,6.0,,bike station
151,Mendès France Huveaune,43.260224964054686,5.375454850246569,0.0,,bike station
152,318 Mazargues,43.26069975,5.393983394,2.0,,bike station
153,Hambourg Rond Point Guerre,43.25002314043684,5.389189832781312,3.0,,bike station
154,Vieille Chapelle,43.2479001,5.374457344,0.0,,bike station
155,Zenatti - Malrieu,43.24646666954729,5.388984457266133,5.0,,bike station
156,Capelette - Forges,43.27946481,5.410561214,1.0,,bike station
157,Place Dalmas,43.32287191,5.382756282,1.0,,bike station
158,Rabateau - Hôpital Saint-Joseph,43.27410312139213,5.394016006213974,2.0,,bike station
159,Sormiou,43.23179293755999,5.400044027608033,15.0,,bike station
160,Livon - Vieux-Port,43.2923113,5.360730586,1.0,,bike station
161,Perrin - Le Moulin,43.31917923,5.407725382,1.0,,bike station
162,Strasbourg - Leca,43.30794517,5.376487141,1.0,,bike station
163,Saint-Just - Labry,43.31260893,5.401662431,0.0,,bike station
164,Peupliers - Berthelot,43.3371680327555,5.391824847426392,0.0,,bike station
165,IUT Saint Jérôme,43.34080437,5.41021883,4.0,,bike station
166,Sadi-Carnot,43.29972361,5.371828908,0.0,,bike station
167,Hôpital Sainte-Marguerite,43.25900934682247,5.409290356125894,7.0,,bike station
168,Foch - Boisson,43.297946098534624,5.404062681086202,0.0,,bike station
169,Sainte Marguerite Schloesing,43.26949,5.40262,3.0,,bike station
170,Promenade Pompidou David,43.26178214,5.374514856,1.0,,bike station
171,Base Nautique Roucas Blanc,43.26571391,5.372890521,5.0,,bike station
172,Tobelem - Crinias,43.28727,5.36078,4.0,,bike station
173,Boulevard Urbain Sud - Pont de Vivaux,43.28154806631724,5.426429873252573,7.0,,bike station
174,Lieutaud - Berlioz,43.2893069,5.38406028,2.0,,bike station
175,Corse - Saint Maurice,43.28946766,5.363719459,3.0,,bike station
176,Beaumont,43.30805059284097,5.43527038728962,3.0,,bike station
177,Palais Omnisports,43.27995154116266,5.400084718244955,0.0,,bike station
